216,1,257,294,72,596,1.35,18
155,2,233,245,145,200,1.22,11
209,3,241,253,146,474,0.9,23
202,3,421,76,178,787,1.44,15
376,4,350,343,346,876,1.23,14
210,0,355,240,226,220,0.75,42
304,2,206,258,302,785,1.25,32
339,0,98,364,303,773,1.13,41
238,2,458,200,299,360,1.17,8
194,3,77,231,70,520,1.05,38
120,1,434,163,48,431,0.89,38
258,2,245,38,349,815,1.26,11
165,2,386,177,65,552,1.2,39
370,0,115,339,320,868,1.22,13
191,3,187,54,164,871,1.4,5
235,4,333,72,272,950,1.31,36
214,1,80,44,297,416,1.46,20
269,0,407,354,281,385,0.73,40
216,3,360,62,235,980,0.93,31
182,0,492,291,88,523,0.7,38
342,2,427,246,313,858,1.21,37
276,0,309,332,308,153,1.38,21
231,0,467,372,58,733,0.9,37
179,0,209,95,204,431,1.27,36
187,2,105,172,161,335,1.0,20
309,3,207,398,173,555,1.02,44
250,2,424,124,315,553,1.04,40
218,3,123,205,144,557,1.49,27
235,4,475,125,200,749,1.5,32
233,4,275,110,331,189,1.22,23
222,4,139,258,43,748,1.43,43
276,2,261,358,146,763,1.31,30
186,2,119,92,198,404,1.18,8
151,0,465,118,100,425,1.38,36
99,2,386,95,115,129,1.3,5
292,3,428,228,328,463,1.44,5
155,2,25,185,61,190,1.5,32
220,1,431,148,183,936,0.76,34
315,2,341,391,182,937,1.1,36
217,1,384,128,237,348,1.5,34
230,2,142,158,229,383,0.75,43
195,1,346,156,89,865,1.07,12
226,4,178,164,276,216,0.93,12
242,2,343,335,158,509,1.24,34
228,0,162,171,313,274,0.88,2
212,1,47,283,44,974,1.04,22
299,4,160,340,187,873,0.82,35
256,2,268,383,79,742,1.09,28
231,2,291,224,109,721,1.36,21
262,3,209,291,79,988,1.27,44
130,1,357,110,99,135,1.49,39
236,4,447,383,129,403,0.79,12
100,4,238,72,72,195,0.73,12
299,0,460,391,227,707,1.07,41
164,2,432,135,195,311,1.03,17
269,4,442,289,192,753,1.27,9
252,3,105,312,146,419,1.08,18
183,0,428,190,225,326,1.45,28
240,1,490,179,345,374,1.14,6
203,3,130,58,166,882,1.27,36
267,0,272,156,282,948,1.36,11
194,3,55,71,112,952,1.23,3
277,1,257,386,177,600,1.19,36
295,1,162,206,313,783,1.27,14
220,4,251,194,211,351,1.41,15
282,3,185,297,119,974,1.16,33
226,2,325,247,217,332,0.92,17
268,0,331,379,256,200,1.11,17
200,0,228,229,169,711,1.02,7
216,0,274,288,58,723,1.36,38
279,0,401,222,275,757,1.41,35
263,1,274,198,273,683,1.17,12
203,4,389,231,173,342,1.26,5
261,2,167,137,334,614,1.29,36
261,3,431,360,130,686,1.05,24
131,3,245,77,135,167,1.14,24
261,2,471,133,319,561,1.23,14
307,4,433,388,241,645,1.14,6
309,2,235,301,288,862,0.72,18
295,2,94,336,149,905,1.22,26
162,0,468,33,181,714,1.35,26
220,1,312,264,209,220,0.95,2
280,1,496,158,302,837,1.31,16
160,3,414,56,155,509,1.43,7
227,2,204,281,119,954,0.93,26
290,0,317,212,296,882,1.21,29
173,0,24,328,62,213,0.75,35
239,0,78,272,174,669,0.92,12
290,0,96,375,162,736,1.22,29
218,2,192,258,195,458,0.77,44
217,1,392,46,306,766,1.0,6
139,0,195,141,94,454,1.1,20
271,1,250,259,291,628,0.79,34
201,4,251,286,92,416,1.46,2
325,4,208,150,330,978,1.39,16
244,3,182,376,110,632,0.73,8
194,4,134,69,203,639,0.76,24
304,0,141,350,288,396,0.78,25
174,3,184,54,151,356,0.98,13
225,4,36,174,106,727,1.09,39
218,2,302,141,290,450,0.72,19
215,2,257,82,250,739,0.96,12
229,4,480,269,214,271,1.34,20
274,4,39,296,225,268,1.14,21
209,3,441,201,128,550,1.3,20
166,3,73,148,111,154,1.19,10
234,3,456,170,274,378,1.29,17
172,0,289,146,144,202,1.41,33
128,1,237,95,129,227,1.15,22
228,4,286,276,114,808,0.86,25
164,3,350,237,135,119,1.24,4
127,3,107,85,65,653,1.32,36
259,0,467,139,242,939,1.41,26
300,4,43,337,185,790,1.25,37
295,4,59,270,345,106,1.03,4
280,4,125,144,342,534,1.31,41
261,0,492,340,272,631,0.83,26
291,0,23,166,347,760,0.91,23
150,3,138,86,54,720,0.8,33
255,2,351,254,271,190,0.82,4
202,0,482,90,171,933,1.44,5
218,4,146,117,109,997,1.39,5
255,3,103,277,178,488,1.21,29
235,1,333,186,280,579,1.03,16
278,1,372,300,253,545,1.35,10
257,1,417,256,188,869,1.05,11
180,4,305,168,199,288,0.8,13
257,0,303,177,235,779,1.48,31
160,0,267,137,104,248,1.23,31
228,1,442,238,275,257,0.73,20
200,3,171,68,230,373,1.08,34
265,3,210,228,179,844,1.25,19
162,0,384,99,40,881,1.49,31
199,4,172,235,107,649,0.95,3
185,0,471,110,187,628,0.83,16
131,2,376,111,98,160,1.19,14
234,2,275,367,137,280,0.9,36
180,3,176,87,83,921,1.1,19
174,0,219,60,337,191,1.28,5
161,3,106,86,168,282,1.25,10
206,0,368,386,107,485,1.18,14
277,0,480,396,196,625,0.87,42
233,1,140,374,108,400,1.13,30
256,3,244,287,220,392,1.14,32
384,2,160,366,328,980,1.32,23
291,3,425,388,128,959,0.91,2
256,2,494,186,306,554,1.33,5
197,3,166,198,118,262,0.82,44
276,3,167,352,257,170,0.73,14
214,2,113,304,153,361,0.92,25
214,0,230,126,311,240,1.38,20
164,1,42,149,105,512,0.81,5
203,3,238,376,49,134,0.71,32
136,0,155,39,186,390,1.15,4
292,4,424,327,262,429,1.22,20
199,2,62,94,259,113,1.15,16
205,4,87,37,184,982,1.02,16
262,4,326,198,202,781,1.22,43
299,1,121,364,168,938,0.87,2
276,2,277,315,230,885,0.97,15
251,3,477,190,266,844,0.9,23
199,2,447,309,81,524,1.24,15
243,4,29,65,216,755,1.47,29
271,2,88,373,251,392,0.9,8
286,4,177,90,322,963,0.94,43
250,4,403,175,196,896,1.04,26
265,0,317,380,180,365,1.48,22
236,1,110,93,346,776,0.88,24
264,1,198,307,204,197,0.9,39
253,3,219,306,141,783,0.97,28
269,2,184,84,324,891,1.29,12
201,0,211,342,123,263,0.76,33
266,1,394,358,187,449,0.87,15
263,2,131,275,255,471,0.71,19
244,3,368,297,211,104,1.01,19
326,3,187,357,237,616,0.78,8
232,4,250,367,153,182,1.03,21
181,4,342,88,188,331,1.25,26
213,4,144,261,106,514,1.3,18
317,2,87,251,324,763,0.93,31
250,4,324,259,230,523,0.9,37
132,2,40,134,54,271,1.41,4
246,2,105,238,218,548,1.44,41
175,3,472,73,259,392,1.45,17
224,0,111,207,131,745,1.35,35
272,4,303,272,286,561,0.77,4
199,0,446,63,340,583,0.81,27
239,4,153,227,243,331,1.09,15
339,0,423,371,333,443,1.06,17
279,0,192,216,342,565,0.75,24
238,1,450,175,323,607,0.96,27
155,2,273,66,201,244,1.45,31
159,0,446,59,287,234,1.14,19
182,0,286,271,100,180,1.26,29
252,2,359,226,203,850,0.85,14
182,4,499,229,110,483,1.21,7
191,3,421,148,182,227,1.37,36
285,4,435,306,174,974,1.48,22
167,0,294,163,64,506,1.15,37
228,3,481,39,280,842,0.98,19
162,2,31,198,92,519,0.97,14
267,3,380,334,249,461,1.15,20
209,0,436,273,159,588,0.99,27
183,0,185,182,57,968,1.23,14
193,2,380,119,222,376,0.78,26
355,4,162,374,239,845,0.98,24
198,3,276,186,207,146,1.33,39
241,3,108,223,278,178,0.87,37
159,1,429,148,201,132,0.78,23
229,0,54,231,244,313,0.89,24
144,3,385,154,83,217,1.35,7
241,3,294,376,183,233,1.04,15
155,1,208,103,114,500,0.8,22
129,3,497,41,92,775,0.87,6
184,0,180,152,86,764,1.22,28
176,0,463,68,142,843,0.97,38
213,2,203,282,168,209,0.87,6
283,0,376,198,325,776,1.1,9
200,2,173,196,112,626,1.23,19
315,1,456,231,285,978,1.3,37
207,2,98,181,271,120,1.2,27
338,3,393,385,263,926,1.05,25
196,1,470,316,139,376,0.96,8
130,1,291,200,58,137,0.9,13
187,0,72,147,167,578,1.34,4
240,3,22,122,152,950,0.85,38
224,2,20,50,337,329,1.14,23
213,0,301,230,239,217,1.39,28
272,2,34,99,340,877,0.99,8
238,4,377,386,79,210,1.31,22
287,0,452,341,320,475,1.38,39
170,4,186,170,131,135,1.43,30
195,0,429,143,298,141,1.15,40
236,0,497,385,234,116,0.86,23
227,2,119,106,314,222,1.44,12
241,4,209,187,141,876,1.26,33
195,0,390,303,85,577,0.91,38
251,3,198,256,229,746,1.18,27
149,1,21,204,99,122,1.11,10
126,3,324,94,76,573,0.73,9
108,3,477,73,81,140,1.37,22
264,2,134,197,265,507,1.48,27
258,0,305,216,282,416,1.0,35
239,0,324,331,94,545,0.83,39
248,2,154,275,201,548,1.38,9
215,4,216,173,83,979,0.99,41
200,3,261,242,157,155,1.46,9
306,4,414,221,307,780,0.95,43
135,2,227,108,108,507,0.83,24
218,3,492,249,173,432,0.73,3
250,2,313,368,76,701,0.8,41
202,1,85,175,134,475,1.05,17
204,3,198,119,283,303,1.2,11
216,0,428,345,73,450,1.38,15
278,4,423,305,176,809,1.16,5
166,0,115,134,94,605,1.2,32
219,3,263,93,299,391,1.13,44
246,2,459,201,265,472,0.96,15
168,1,80,148,87,633,1.4,13
265,1,467,386,179,246,1.16,44
232,3,450,360,109,461,1.08,33
321,1,163,301,263,696,1.04,20
224,1,496,244,270,446,0.85,26
125,1,74,66,66,693,0.93,11
249,2,75,200,271,718,0.87,13
209,4,480,100,228,825,0.76,18
221,0,300,376,74,277,0.98,42
272,1,63,322,200,450,1.18,6
228,0,439,292,237,267,0.75,31
178,0,73,214,81,751,0.7,30
339,2,147,343,348,656,0.83,42
258,1,229,395,127,375,0.71,36
257,2,182,312,212,413,1.1,22
273,0,493,338,291,351,1.33,21
295,4,314,261,251,926,1.11,25
226,4,345,387,96,224,0.85,22
205,2,320,396,51,290,0.73,8
209,3,271,298,140,335,1.24,6
176,2,166,290,61,304,1.06,20
247,2,132,333,102,825,1.13,9
210,3,416,318,88,381,1.47,13
215,2,492,372,116,283,1.06,24
276,1,31,380,176,394,0.94,10
197,0,257,298,106,237,0.88,31
262,3,326,261,321,181,0.97,9
254,3,283,155,283,516,0.74,41
194,0,60,283,98,395,1.34,30
252,3,439,130,325,616,0.75,42
239,4,412,301,101,950,1.3,4
164,3,219,164,40,486,1.46,22
175,2,255,104,194,527,1.1,41
220,1,401,397,55,363,0.83,28
193,1,91,226,141,316,0.97,23
237,4,311,288,109,687,1.34,21
168,4,212,83,122,690,1.09,14
242,3,298,188,213,724,0.73,19
339,3,442,377,290,897,1.33,18
208,0,370,169,347,146,1.26,3
198,4,269,208,87,755,0.76,30
211,2,401,205,86,647,1.15,44
257,0,43,224,319,152,0.77,41
270,2,325,296,305,273,1.26,32
307,4,93,396,313,112,1.0,6
236,0,471,158,320,662,0.78,4
296,2,428,263,348,371,1.15,34
174,4,141,174,54,753,0.79,26
284,0,322,305,331,337,1.06,36
202,2,204,183,205,343,0.82,28
317,3,129,345,219,569,1.41,16
200,3,340,307,92,402,0.96,36
188,2,461,48,327,445,1.06,5
277,3,98,294,208,754,0.91,29
327,0,466,333,341,814,1.27,13
322,3,54,376,265,804,0.7,41
270,1,92,271,287,520,1.19,29
207,2,404,321,70,490,0.98,3
240,1,218,244,251,460,0.92,20
235,3,450,376,116,493,1.43,23
247,1,485,259,279,260,1.29,28
193,2,57,257,75,288,1.43,12
217,3,486,132,223,438,1.49,30
311,4,333,280,244,952,0.77,42
152,1,311,218,108,145,1.15,10
226,0,286,311,89,620,1.03,44
305,0,158,392,298,112,1.41,27
149,4,27,44,87,652,1.0,25
244,2,375,249,304,195,1.33,26
262,4,445,288,248,372,0.79,17
260,4,49,109,308,773,0.85,9
134,1,245,114,114,404,0.94,12
242,4,59,102,267,935,0.73,15
238,0,461,55,332,761,1.44,42
221,3,66,290,193,211,1.36,11
292,4,272,273,269,608,1.4,33
234,1,71,297,189,150,1.1,34
209,4,420,62,235,891,0.95,12
175,4,174,69,102,794,1.3,23
297,0,93,265,231,834,1.47,17
335,1,190,371,318,413,1.46,9
146,0,308,240,64,363,0.91,32
238,4,422,296,222,133,0.95,2
169,2,427,179,89,606,1.02,28
187,1,37,77,100,818,1.1,6
281,4,226,346,101,920,1.35,8
234,1,244,194,220,636,0.96,8
247,2,326,346,128,597,1.19,6
269,2,173,352,139,641,1.34,42
302,3,131,279,276,531,1.36,36
286,4,71,354,219,504,1.33,2
243,2,470,266,339,107,0.81,3
146,0,92,77,176,114,1.3,25
302,3,497,310,284,999,0.71,39
176,2,248,184,128,193,1.27,33
176,4,467,120,220,136,1.48,29
185,3,415,166,180,293,0.86,37
193,4,42,145,57,864,1.23,24
275,3,148,345,221,289,1.27,32
276,0,256,289,308,146,1.42,24
303,2,480,380,150,829,1.46,6
166,1,262,149,109,577,1.04,18
346,4,174,233,345,943,1.5,12
198,0,77,69,267,750,0.97,24
331,4,365,340,292,943,0.88,11
183,0,422,278,143,478,1.43,29
165,0,425,208,133,278,0.78,39
170,4,24,164,218,188,0.76,24
254,1,372,321,235,270,1.13,43
193,0,251,144,88,903,0.72,24
306,4,453,245,288,716,1.33,5
179,2,44,65,180,529,0.82,38
261,3,28,355,62,987,1.18,25
173,1,400,215,155,405,0.76,40
219,4,449,355,124,130,1.18,11
200,2,494,113,179,789,0.98,37
320,2,193,375,301,184,1.47,41
253,2,27,371,176,170,1.06,7
311,4,355,374,164,786,1.11,13
308,3,137,240,326,614,1.26,39
188,1,233,41,269,362,0.78,34
258,4,392,389,213,183,0.94,4
285,2,345,211,321,793,0.98,12
192,0,300,167,225,541,1.06,12
249,4,197,151,261,396,1.49,27
215,2,246,31,342,375,0.77,38
246,3,366,118,263,858,0.94,29
227,1,235,102,295,533,0.91,9
220,4,154,272,176,140,1.41,17
248,0,332,375,65,721,1.14,15
236,3,73,224,177,698,0.83,2
354,1,388,376,299,869,1.34,21
206,0,275,95,239,472,1.28,40
248,0,62,261,238,614,0.92,2
220,3,251,278,63,760,1.15,5
252,4,118,157,298,569,0.96,22
184,1,141,89,192,548,0.95,28
140,0,372,104,77,790,1.31,41
204,2,44,246,55,689,1.17,40
327,1,110,334,282,453,1.29,40
220,0,88,142,277,339,0.89,22
249,2,136,255,230,339,1.45,23
160,1,96,63,149,161,0.96,25
287,4,133,224,231,885,0.85,13
243,2,425,255,216,503,1.39,8
201,4,337,219,70,926,0.72,43
276,0,491,348,291,211,0.73,42
304,4,80,335,249,492,1.45,2
278,0,435,278,266,859,0.81,24
195,1,22,307,129,184,1.49,17
202,4,430,32,292,441,1.01,34
260,3,149,245,186,986,0.88,27
223,3,235,268,57,867,1.17,16
183,2,492,44,278,409,1.01,13
297,0,173,342,329,409,0.9,27
234,3,432,242,277,345,0.87,8
207,3,396,209,167,498,0.82,30
239,1,420,89,257,909,1.49,20
191,3,468,227,166,235,0.88,32
266,2,162,261,261,356,1.11,34
272,3,86,231,264,574,0.98,25
129,0,218,53,94,585,1.46,28
238,3,331,148,285,481,0.89,43
248,1,318,305,194,546,0.75,31
202,1,163,305,88,459,0.82,5
359,2,369,367,345,859,0.85,22
227,3,182,274,171,365,1.47,11
127,3,403,81,103,476,0.81,13
199,4,393,113,210,645,0.74,44
160,4,231,101,174,246,1.15,11
252,4,44,213,327,129,0.84,35
133,2,268,192,64,191,0.89,42
280,0,321,245,337,825,0.92,10
140,2,24,136,71,521,0.75,12
235,3,274,169,230,574,1.38,19
340,3,285,370,298,452,0.85,39
199,3,216,171,232,271,1.11,14
181,0,204,79,94,970,0.76,17
290,0,289,382,280,334,0.72,35
209,2,347,251,78,852,1.14,20
196,1,347,75,148,969,1.3,21
308,1,198,299,254,935,1.24,19
335,4,161,291,316,938,0.95,37
93,1,266,30,47,419,0.88,29
203,0,284,326,71,396,1.22,34
217,2,112,368,58,236,1.09,42
237,3,447,254,234,159,0.72,23
296,0,485,377,249,644,1.14,20
201,0,390,106,260,727,1.05,23
229,2,305,125,254,537,1.22,9
253,3,292,346,69,720,1.24,20
199,1,221,177,195,836,0.9,16
180,3,318,52,67,963,1.26,44
252,4,411,312,213,188,0.83,39
139,3,379,81,41,338,0.97,17
175,2,136,73,211,423,1.21,24
290,2,91,385,153,600,1.39,34
216,3,303,191,163,472,1.18,39
343,4,488,376,349,363,1.39,25
140,0,49,226,62,208,1.26,5
281,0,378,324,134,781,1.25,38
302,2,121,353,303,483,0.78,27
219,0,69,261,98,702,1.3,39
156,0,279,30,214,643,1.24,8
175,3,120,103,114,726,0.79,9
95,1,300,31,113,262,0.8,4
227,2,63,367,51,347,0.78,44
264,3,208,149,340,252,1.21,32
249,3,481,345,196,384,0.92,28
203,0,205,97,287,444,1.14,28
253,3,220,178,228,803,0.83,24
183,2,243,191,183,228,0.73,4
184,3,444,103,158,771,0.93,21
259,2,235,183,267,539,0.8,11
195,4,356,308,79,236,0.75,16
219,2,136,72,315,440,1.32,21
349,4,151,345,232,927,1.0,38
246,1,121,319,62,930,1.3,15
181,2,107,98,245,263,1.44,42
339,3,137,349,276,677,1.35,42
248,0,496,379,66,908,0.92,36
236,4,428,58,260,722,0.99,37
154,4,144,53,46,813,1.5,36
169,1,161,32,203,462,1.21,25
352,0,213,349,279,854,1.34,13
283,3,450,325,258,240,1.19,36
259,3,275,209,267,436,1.42,23
232,2,403,196,305,279,1.19,17
245,1,117,368,125,270,1.47,19
234,3,422,272,151,669,1.06,40
264,0,482,197,318,842,0.84,12
110,0,192,77,129,370,0.82,5
215,3,183,153,310,127,0.88,5
164,1,309,53,130,820,0.95,19
290,0,376,343,336,128,1.17,9
259,3,248,137,267,638,1.0,30
166,0,321,37,234,435,1.19,40
267,2,95,344,247,210,0.85,7
198,0,108,84,215,854,0.81,11
204,0,300,318,45,668,1.08,7
159,0,280,172,151,187,1.17,41
224,0,202,334,80,132,1.4,44
211,3,435,109,329,336,0.78,26
345,1,58,317,273,592,1.43,44
218,0,461,181,286,269,1.41,37
127,0,263,112,104,402,0.77,23
286,3,238,219,330,485,1.44,38
347,0,91,315,335,740,1.4,24
226,4,390,299,164,101,0.86,40
173,3,399,155,169,192,1.34,25
221,1,317,101,260,600,1.33,32
135,0,49,84,83,404,1.05,37
281,3,267,79,349,915,1.41,44
227,1,492,258,286,111,1.19,14
187,2,249,55,316,456,1.09,3
218,0,333,136,337,332,0.86,3
245,3,262,166,250,613,0.85,39
215,4,270,133,269,237,1.32,4
266,0,371,399,173,407,1.49,10
310,2,81,325,258,820,0.92,18
248,0,52,207,290,202,1.46,14
306,4,234,105,328,957,1.5,19
242,2,477,271,269,299,1.36,16
213,3,341,97,228,807,1.27,21
250,3,21,212,247,414,0.98,30
267,2,349,324,166,631,1.07,30
284,0,395,258,346,529,1.35,31
263,4,402,330,216,162,0.84,29
257,3,39,307,96,814,1.45,12
173,3,81,93,46,722,1.27,34
169,0,293,44,203,897,0.86,16
218,0,410,174,142,899,1.28,43
195,2,186,167,150,332,1.47,44
303,4,129,308,136,997,0.9,34
221,4,308,226,275,323,0.84,18
165,0,370,63,214,341,1.25,41
108,4,348,46,178,164,0.78,12
369,4,285,389,335,938,1.12,20
289,1,441,165,325,710,1.25,31
278,3,314,192,260,988,1.12,2
342,4,154,381,271,496,1.42,43
218,0,204,45,308,442,0.93,17
230,2,414,264,300,166,0.7,26
224,3,263,162,260,447,1.19,5
188,0,194,105,203,259,1.21,26
298,1,261,395,305,249,1.12,17
283,2,68,376,93,787,1.45,20
164,1,433,136,70,741,0.73,39
338,3,364,374,240,849,1.24,44
213,0,274,101,202,834,1.49,20
250,1,204,226,345,165,1.38,25
116,4,244,41,78,320,1.48,26
250,1,376,229,185,892,1.36,11
174,1,89,85,158,669,1.3,44
232,4,355,66,271,888,1.22,43
263,2,338,321,226,172,1.27,3
195,2,286,53,196,593,0.93,14
241,0,467,212,239,616,1.36,4
277,1,434,193,296,991,1.01,8
280,0,126,109,337,865,0.93,35
337,4,88,390,243,987,0.71,27
279,2,381,248,259,780,1.18,3
177,3,343,103,249,574,1.14,6
215,3,269,269,191,354,0.89,20
272,0,77,193,278,736,1.02,33
164,0,358,137,162,395,1.11,24
287,3,34,373,155,726,0.95,10
242,1,279,271,162,936,0.7,18
136,1,307,125,164,292,1.24,5
173,4,308,43,237,313,1.08,41
162,0,263,196,41,539,1.1,28
178,2,442,87,94,992,1.28,28
278,1,260,163,272,788,1.21,31
232,2,368,352,95,704,1.06,36
196,1,162,333,55,395,0.92,18
284,1,406,183,324,878,1.4,27
131,2,268,90,121,235,0.96,5
181,3,276,322,42,361,0.81,40
365,2,267,326,286,994,1.16,18
214,3,105,324,111,150,1.44,20
271,2,217,234,271,446,1.28,26
101,3,475,80,73,188,1.24,2
255,0,170,109,332,405,1.48,42
235,2,51,206,308,160,0.97,12
193,2,285,141,47,772,1.27,32
116,4,73,64,62,367,0.75,39
263,0,426,339,116,902,1.17,36
374,2,43,391,344,553,1.49,27
241,4,249,32,323,772,1.13,14
215,3,259,120,315,452,1.02,34
144,2,98,68,178,294,1.1,5
258,3,70,200,238,698,1.09,42
255,3,135,239,324,206,1.44,39
163,0,347,111,117,589,1.43,23
295,4,255,222,209,944,1.22,43
218,3,387,337,43,713,1.05,23
160,4,201,44,142,786,1.18,3
193,3,106,131,133,507,0.82,16
191,1,238,189,120,405,1.06,42
278,0,456,352,250,638,0.8,34
202,3,373,52,248,858,1.25,19
258,0,286,297,186,632,0.96,20
289,2,45,326,247,268,1.37,25
144,0,142,162,92,478,1.05,5
296,4,461,336,176,913,0.72,16
306,1,453,325,250,826,1.07,23
257,4,51,394,70,483,1.47,38
150,4,82,141,98,140,1.36,38
142,1,434,180,58,339,0.76,29
255,4,453,172,313,534,1.17,34
315,2,294,337,293,651,1.11,28
208,2,164,154,232,249,1.03,33
161,4,235,150,161,138,1.41,22
229,4,215,64,308,552,0.74,26
157,0,439,261,45,624,0.79,39
308,4,287,192,282,907,1.0,14
193,1,498,125,275,552,1.17,14
224,2,179,223,205,401,1.09,37
180,2,393,275,104,346,1.38,28
308,3,170,371,268,540,0.78,23
185,3,163,30,302,348,1.15,19
306,3,164,349,178,989,1.46,7
314,4,176,390,268,152,1.45,25
199,4,344,200,165,383,0.74,37
233,1,30,146,272,516,1.42,27
268,1,224,192,310,786,0.97,23
160,0,157,101,83,992,1.38,30
303,2,184,240,239,771,1.29,25
200,3,84,77,234,580,0.77,31
169,2,219,157,166,521,0.75,3
278,2,335,295,179,911,1.05,39
74,1,306,48,45,115,0.77,34
182,1,477,324,102,196,0.92,15
171,3,255,71,200,129,1.31,13
249,1,484,326,170,734,1.03,19
267,2,77,220,227,697,1.04,29
209,2,139,276,170,118,0.9,23
189,2,225,120,72,953,1.28,5
320,1,23,246,298,910,1.11,3
217,0,31,311,72,408,0.92,38
182,0,481,73,275,121,1.45,14
180,3,164,186,106,388,1.36,33
89,0,25,67,49,253,0.91,31
244,4,180,103,341,369,0.93,18
179,3,223,175,160,284,1.07,43
178,3,489,68,132,865,1.1,22
222,2,159,243,61,539,1.18,30
254,1,199,240,151,861,1.15,6
310,1,201,329,345,325,1.34,7
182,0,55,120,88,982,1.37,35
174,1,54,274,80,142,1.15,43
90,1,429,49,109,188,0.73,8
171,0,267,52,162,688,1.43,34
221,4,299,329,76,462,1.37,3
104,2,335,107,62,161,1.22,13
339,3,212,398,332,273,1.33,7
238,3,153,181,251,408,1.01,44
263,0,132,353,116,748,0.88,5
347,3,41,388,303,777,0.74,32
196,0,400,252,69,746,1.24,16
196,4,254,127,237,277,1.36,32
246,2,295,302,231,331,0.9,28
